IDX,nomeCliente,composition,color,size,certification,brand,designLenght,sport,knittingType
460,Norrøna Sport AS,58% Merino Wool; 40% Polyamide; 2% Elastane,Black,43-45,RWS,Norrona Sokker,Crew/Mid Calf,Hiking/Trekking,Full Terry
461,Norrøna Sport AS,60% Polyamide; 37% Merino Wool; 3% Elastane,Bkack,43-45,RWS,Norrona Sokker,Knee High,Multisports,Selected Terry
462,Compressport International SA,61% Polyamide; 29% Multifilament Polyamide; 10% Elastane,Khaki/Blue/Lime,T3/ 42-44,Conventional,N/A,Crew/Mid Calf,Multisports,Half Terry
463,Compressport International SA,61% Polyamide; 29% Multifilament Polyamide; 10% Elastane,Orange/Marron,T4/ 45-48,Conventional,N/A,Crew/Mid Calf,Multisports,Half Terry
464,Compressport International SA,87% Polyamide; 13% Elastane,Olive,T4/ 45-48,Conventional,N/A,Knee High,Multisports,Half Terry
465,Compressport International SA,87% Polyamide; 13% Elastane,Blue,T3/ 42-44,Conventional,N/A,Knee High,Multisports,Half Terry
466,Design & Development GmbH,75% Cotton; 23% Polyamide; 2% Elastane,Pink,35-38,Conventional,Safersox,Crew/Mid Calf,Multisports,Half Terry
467,Kirpte UAB,62% Multifilament Polyamide; 31% Polyamide; 7% Elastane,Black,XS (T0),Conventional,N/A,N/A,Running,Flat Knit
468,Kirpte UAB,62% Multifilament Polyamide; 31% Polyamide; 7% Elastane,Black,S (T1),Conventional,N/A,N/A,Running,Flat Knit
469,Kirpte UAB,62% Multifilament Polyamide; 31% Polyamide; 7% Elastane,Black,M (T2),Conventional,N/A,N/A,Running,Flat Knit
470,Kirpte UAB,62% Multifilament Polyamide; 31% Polyamide; 7% Elastane,Black,L (T3),Conventional,N/A,N/A,Running,Flat Knit
471,Kirpte UAB,62% Multifilament Polyamide; 31% Polyamide; 7% Elastane,Black,XL (T4),Conventional,N/A,N/A,Running,Flat Knit
472,Hultafors Group AB,51% Merino Wool; 47% Polyamide; 2% Elastane,Black/Steel Grey,41-44,Conventional,Snickers,Crew/Mid Calf,Work,Full Terry
473,Pas Normal Studios ApS,91% Recycled Polyamide; 4% Econyl; 3% Recycled Elastane; 2% Elastane,White,XS,Sustainable,Pas Normal Studios,Crew/Mid Calf,Cycling,Flat Knit
474,Ecco Accessories Ltd,,Black,42-44,Oeko-Tex,N/A,Liner,Multisports,Half Terry
475,Ecco Accessories Ltd,,Air,42-44,Oeko-Tex,N/A,Liner,Multisports,Half Terry
476,Ecco Accessories Ltd,,Bright White,42-44,Oeko-Tex,N/A,Liner,Multisports,Half Terry
477,Ecco Accessories Ltd,,Black,42-44,Conventional,N/A,Liner,Multisports,Half Terry
478,Ecco Accessories Ltd,,Bright White,42-44,Conventional,N/A,Liner,Multisports,Half Terry
479,Ecco Accessories Ltd,,Air,42-44,Conventional,N/A,Crew/Mid Calf,Multisports,Selected Terry
480,Compressport International SA,95% Polyamide; 5% Elastane,Magnet/Magenta,T2/ 39-41,Conventional,N/A,Crew/Mid Calf,Multisports,Half Terry
481,Performance Socks ApS,86% Polyamide; 14% Elastane,Black,M,Conventional,CFA,Over the Knee,Multisports,Half Terry
482,Kirpte UAB,,Black,T2 (M),Conventional,N/A,N/A,Running,Flat Knit
483,Ryzon GmbH,,White,39-42,Conventional,Ryzon,Crew/Mid Calf,Cycling,Flat Knit
484,Boards&More GmbH,79% Recycled Polyamide; 19% Polyamide; 2% Elastane,Black,M/39-42,Conventional,ION BIKE,Crew/Mid Calf,Cycling,Flat Knit
485,Compressport International SA,95% Polyamide; 5% Elastane,Mosaic Blue/Magnet,T3/ 42-44,Conventional,N/A,Crew/Mid Calf,Multisports,Half Terry
486,Compressport International SA,96% Polyamide; 4% Elastane,Mosaic Blue/Magnet,T3/ 42-44,Conventional,N/A,Crew/Mid Calf,Multisports,Half Terry
487,Compressport International SA,87% Polyamide; 13% Elastane,Dazzling Blue/Sugar Swizzle,T3/ 42-44,Conventional,N/A,Knee High,Multisports,Half Terry
488,USWE Sports AB,60% Recycled Polyamide; 35% Polyamide; 5% Elastane,Black Asphalt,40-42,Sustainable,USWE Sports,Ankle/Quarter,Cycling,Selected Terry
489,Comfysocks A/S,,White/Gold,46-48,Conventional,N/A,Crew/Mid Calf,Athleisure,Half Terry
490,UAB Audimas Brand,"40% Polyamide; 23% Acrylic; 23% Merino Wool; 12% Cocona 37,5 Polyester; 2% Elastane",Grey,38-40,Conventional,Audimas,Crew/Mid Calf,Multisports,Selected Terry
491,WaterNlife ApS,75% Organic Cotton; 23% Recycled Polyamide; 2% Elastane,Grey,43-47,Sustainable,Danish Endurance,Crew/Mid Calf,Tennis,Half Terry
492,USWE Sports AB,44% Recycled Polyamide; 24% Polyester; 19% Polyamide; 9% Recycled Polyester; 4% Elastane,Pink + Black,40-42,Sustainable,USWE Sports,Crew/Mid Calf,Cycling,Selected Terry
493,USWE Sports AB,44% Recycled Polyamide; 24% Polyester; 19% Polyamide; 9% Recycled Polyester; 4% Elastane,White + Black,40-42,Sustainable,USWE Sports,Crew/Mid Calf,Cycling,Selected Terry
494,Compressport International SA,98% Polyamide; 2% Elastane,Magnet/ Autum Glory,T3,Conventional,N/A,Calf Sleeve,Multisports,Half Terry
495,Compressport International SA,98% Polyamide; 2% Elastane,Magenta/Mood Indigo,T2,Conventional,N/A,Calf Sleeve,Multisports,Half Terry
496,Devold of Norway AS,,Black,41-46,Conventional,Devold,Crew/Mid Calf,Basic,Flat Knit
497,Compressport International SA,60% Polyamide; 29% Multifilament Polyamide; 11% Elastane,White/Black,T3/ 42-44,Conventional,N/A,Crew/Mid Calf,Multisports,Half Terry
498,Compressport International SA,60% Polyamide; 29% Multifilament Polyamide; 11% Elastane,Iron Gate/Rust,T2,Conventional,N/A,Calf Sleeve,Multisports,Flat Knit
499,Compressport International SA,43% Multifilament Polyamide; 35% Elastane; 22% Polyamide,Mood Indigo/Magenta,T2,Conventional,N/A,Calf Sleeve,Multisports,Flat Knit
500,Compressport International SA,43% Multifilament Polyamide; 35% Elastane; 22% Polyamide,Magenta/Autumn Glory,T2,Conventional,N/A,Calf Sleeve,Multisports,Flat Knit
501,Compressport International SA,43% Multifilament Polyamide; 35% Elastane; 22% Polyamide,Black/Fluo Yellow,T2,Conventional,N/A,Calf Sleeve,Multisports,Flat Knit
502,Compressport International SA,36% Multifilament Polyamide; 35% Elastane; 29% Polyamide,Black,T2,Conventional,N/A,Calf Sleeve,Multisports,Flat Knit
503,INCYLENCE oHG,61% Polyamide; 35% Dryarn; 4% Elastane,Blue,43-46,Conventional,Incylence,Crew/Mid Calf,Cycling,Flat Knit
504,Fusion ApS,,White,38-40,Conventional,N/A,Ankle/Quarter,Cycling,Flat Knit
505,Fusion ApS,,White,41-43,Conventional,N/A,Ankle/Quarter,Cycling,Flat Knit
506,GYMNATION Sportswear Oy,,White,36-39,Conventional,N/A,Crew/Mid Calf,Multisports,Half Terry
507,GYMNATION Sportswear Oy,,White,40-42,Conventional,N/A,Crew/Mid Calf,Multisports,Half Terry
508,GYMNATION Sportswear Oy,,White,43-46,Conventional,N/A,Crew/Mid Calf,Multisports,Half Terry
509,GYMNATION Sportswear Oy,,Black,36-39,Conventional,N/A,Ankle/Quarter,Multisports,Half Terry
510,GYMNATION Sportswear Oy,,Black,40-42,Conventional,N/A,Ankle/Quarter,Multisports,Half Terry
511,GYMNATION Sportswear Oy,,Black,43-46,Conventional,N/A,Ankle/Quarter,Multisports,Half Terry
512,GYMNATION Sportswear Oy,,Black,36-39,Conventional,N/A,Crew/Mid Calf,Multisports,Half Terry
513,GYMNATION Sportswear Oy,,Black,40-42,Conventional,N/A,Crew/Mid Calf,Multisports,Half Terry
514,GYMNATION Sportswear Oy,,Black,43-46,Conventional,N/A,Crew/Mid Calf,Multisports,Half Terry
515,VAUDE Sport GmbH & Co. KG,74% Recycled Polyamide; 24% Polyamide; 2% Elastane,Black,39-41,Sustainable,Vaude,Short,Trail Running,Selected Terry
516,VAUDE Sport GmbH & Co. KG,74% Recycled Polyamide; 24% Polyamide; 2% Elastane,Black,36-38,Sustainable,Vaude,Short,Trail Running,Selected Terry
517,VAUDE Sport GmbH & Co. KG,74% Recycled Polyamide; 24% Polyamide; 2% Elastane,Black,42-44,Sustainable,Vaude,Short,Trail Running,Selected Terry
518,VAUDE Sport GmbH & Co. KG,74% Recycled Polyamide; 24% Polyamide; 2% Elastane,Black,45-47,Sustainable,Vaude,Short,Trail Running,Selected Terry
519,Design & Development GmbH,75% Cotton; 23% Polyamide; 2% Elastane,Pink,39-42,Conventional,Safersox,Crew/Mid Calf,Multisports,Half Terry
528,Sidas,36% Merino Wool; 28% Polyamide; 13% Reconylon; 12% Mulberry Silk; 9% Elastane; 2% Silicone,Black/Neon Yellow,L/42-43,Conventional,Sidas,Knee High,Multisports,Flat Knit
530,Sidas,36% Merino Wool; 28% Polyamide; 13% Reconylon; 12% Mulberry Silk; 9% Elastane; 2% Silicone,Black/Neon Yellow,L/42-43,Conventional,Sidas,Knee High,Multisports,Flat Knit
531,Orange Sport,,Black/Grey,40-43,Conventional,N/A,Crew/Mid Calf,Hiking/Trekking,Half Terry
532,Compressport International SA,,Black,T3/42-44,Conventional,N/A,Knee High,Multisports,Half Terry
533,VAUDE Sport GmbH & Co. KG,74% Recycled Polyamide; 24% Polyamide; 2% Elastane,White,42-44,Sustainable,Vaude,Short,Trail Running,Selected Terry
534,AMI PARIS,,white/Black,39-42,Conventional,AMI PARIS,Knee High,Basic,Flat Knit
535,AMI PARIS,,White/Black,39-42,Conventional,AMI PARIS,Knee High,Basic,Flat Knit
536,AMI PARIS,,Black,39-42,Conventional,AMI PARIS,Knee High,Basic,Flat Knit
537,Orange Sport,67% Merino Wool; 32% Polyamide; 1% Elastane,Olive Green,46-48,Conventional,Orange Sport,Crew/Mid Calf,Hunting,Half Terry
538,INCYLENCE oHG,,Black,43-46,Conventional,Incylence,Crew/Mid Calf,Running,Half Terry
539,INCYLENCE oHG,,White,43-46,Conventional,Incylence,Crew/Mid Calf,Running,Half Terry
540,Ecco Accessories Ltd,80% Polyamide; 15% Polypropylene; 5% Elastane,Bright White,42-44,Conventional,N/A,Liner,Multisports,Half Terry
541,Ecco Accessories Ltd,80% Polyamide; 15% Polypropylene; 5% Elastane,Air,42-44,Conventional,N/A,Liner,Multisports,Half Terry
542,Boards&More GmbH,79% Recycled Polyamide; 19% Polyamide; 2% Elastane,Infused Green,M/39-42,Conventional,ION BIKE,Crew/Mid Calf,Cycling,Flat Knit
543,Boards&More GmbH,79% Recycled Polyamide; 19% Polyamide; 2% Elastane,Evil Amber,M/39-42,Conventional,ION BIKE,Crew/Mid Calf,Cycling,Flat Knit
544,INCYLENCE oHG,,Black,35-38,Conventional,Incylence,Crew/Mid Calf,Running,Half Terry
545,INCYLENCE oHG,,Black,39-42,Conventional,Incylence,Crew/Mid Calf,Running,Flat Knit
546,INCYLENCE oHG,,White,35-38,Conventional,Incylence,Crew/Mid Calf,Running,Flat Knit
547,INCYLENCE oHG,,White,39-42,Conventional,Incylence,Crew/Mid Calf,Running,Flat Knit
548,INCYLENCE oHG,,White,47-50,Conventional,Incylence,Crew/Mid Calf,Running,Flat Knit
549,Ecco Accessories Ltd,59% Polyamide; 36% Polypropylene; 5% Elastane,Black,42-44,Conventional,N/A,Ankle/Quarter,Multisports,Half Terry
550,Ecco Accessories Ltd,59% Polyamide; 36% Polypropylene; 5% Elastane,Air,42-44,Conventional,N/A,Ankle/Quarter,Multisports,Half Terry
551,Ecco Accessories Ltd,59% Polyamide; 36% Polypropylene; 5% Elastane,Bright White,42-44,Conventional,N/A,Ankle/Quarter,Multisports,Half Terry
552,Ecco Accessories Ltd,86% Polyamide; 10% Polypropylene; 4% Elastane,Black,42-44,Conventional,N/A,Liner,Multisports,Half Terry
553,Ecco Accessories Ltd,86% Polyamide; 10% Polypropylene; 4% Elastane,Air,42-44,Conventional,N/A,Liner,Multisports,Half Terry
554,Ecco Accessories Ltd,86% Polyamide; 10% Polypropylene; 4% Elastane,Bright White,42-44,Conventional,N/A,Liner,Multisports,Half Terry
555,NoBrakes ApS,80% Organic Cotton; 17% Polyamide; 3% Elastane,Black-White,41-46,Sustainable,Woodbird,Crew/Mid Calf,Tennis,Half Terry
556,Klazig ApS,,Black,36-39,Conventional,n/a,Crew/Mid Calf,Work,Half Terry
557,Klazig ApS,,Black,40-43,Conventional,n/a,Crew/Mid Calf,Work,Half Terry
558,Klazig ApS,,Black,44-47,Conventional,n/a,Crew/Mid Calf,Work,Half Terry
559,Klazig ApS,,Black,36-39,Conventional,n/a,Crew/Mid Calf,Work,Half Terry
560,Klazig ApS,,Black,40-43,Conventional,n/a,Crew/Mid Calf,Work,Half Terry
561,Klazig ApS,,Black,44-47,Conventional,n/a,Crew/Mid Calf,Work,Half Terry
562,Klazig ApS,,Black/Grey,36-39,Conventional,n/a,Crew/Mid Calf,Work,Half Terry
563,Klazig ApS,,Black/Grey,40-43,Conventional,n/a,Crew/Mid Calf,Work,Full Terry
564,Klazig ApS,,Black/Grey,44-47,Conventional,n/a,Crew/Mid Calf,Multisports,Full Terry
565,Klazig ApS,,Black/Grey,48-51,Conventional,n/a,Crew/Mid Calf,Multisports,Full Terry
566,Klazig ApS,,Antracite,36-39,Conventional,n/a,Crew/Mid Calf,Work,Half Terry
567,Klazig ApS,,Antracite,40-43,Conventional,n/a,Crew/Mid Calf,Work,Half Terry
568,Klazig ApS,,Antracite,44-47,Conventional,n/a,Crew/Mid Calf,Work,Half Terry
569,Klazig ApS,,Antracite,36-39,Conventional,n/a,Knee High,Work,Half Terry
570,Klazig ApS,,Antracite,40-43,Conventional,n/a,Knee High,Work,Half Terry
571,Klazig ApS,,Antracite,44-47,Conventional,n/a,Knee High,Work,Half Terry
572,Compressport International SA,60% Polyamide; 29% Multifilament Polyamide; 11% Elastane,Black/White,T3/ 42-44,Conventional,N/A,Crew/Mid Calf,Multisports,Flat Knit
573,Design & Development GmbH,75% Cotton; 23% Polyamide; 2% Elastane,Beige,35-38,Conventional,Safersox,Crew/Mid Calf,Multisports,Half Terry
574,Design & Development GmbH,75% Cotton; 23% Polyamide; 2% Elastane,Beige,39-42,Conventional,Safersox,Crew/Mid Calf,Multisports,Half Terry
575,Design & Development GmbH,75% Cotton; 23% Polyamide; 2% Elastane,Beige,43-46,Conventional,Safersox,Crew/Mid Calf,Multisports,Half Terry
576,Design & Development GmbH,75% Cotton; 23% Polyamide; 2% Elastane,Grey Melange,39-42,Conventional,Safersox,Crew/Mid Calf,Multisports,Half Terry
577,Sidas,60% Polyamide; 25% Multifilament Polyamide; 9% Elastane; 5% Silicone; 1% Reflective,Pink,24-26,Conventional,Sidas,Knee High,Ski,Half Terry
578,Sidas,60% Polyamide; 25% Multifilament Polyamide; 9% Elastane; 5% Silicone; 1% Reflective,Pink,31-34,Conventional,Sidas,Knee High,Ski,Half Terry
579,Sidas,60% Polyamide; 25% Multifilament Polyamide; 9% Elastane; 5% Silicone; 1% Reflective,Pink,27-30,Conventional,Sidas,Knee High,Ski,Half Terry
580,Sidas,60% Polyamide; 25% Multifilament Polyamide; 9% Elastane; 5% Silicone; 1% Reflective,Pink,35-38,Conventional,Sidas,Knee High,Ski,Half Terry
581,Design & Development GmbH,75% Cotton; 23% Polyamide; 2% Elastane,Olive,39-42,Conventional,Safersox,Crew/Mid Calf,Multisports,Half Terry
582,Design & Development GmbH,75% Cotton; 23% Polyamide; 2% Elastane,Olive,43-46,Conventional,Safersox,Crew/Mid Calf,Multisports,Half Terry
583,Design & Development GmbH,75% Cotton; 23% Polyamide; 2% Elastane,White,35-38,Conventional,Safersox,Crew/Mid Calf,Multisports,Half Terry
584,Design & Development GmbH,75% Cotton; 23% Polyamide; 2% Elastane,White,39-42,Conventional,Safersox,Crew/Mid Calf,Multisports,Half Terry
585,Design & Development GmbH,75% Cotton; 23% Polyamide; 2% Elastane,White,43-46,Conventional,Safersox,Crew/Mid Calf,Multisports,Half Terry
586,Design & Development GmbH,75% Cotton; 23% Polyamide; 2% Elastane,Navy,35-38,Conventional,Safersox,Crew/Mid Calf,Multisports,Half Terry
587,Design & Development GmbH,75% Cotton; 23% Polyamide; 2% Elastane,Navy,39-42,Conventional,Safersox,Crew/Mid Calf,Multisports,Half Terry
588,Design & Development GmbH,75% Cotton; 23% Polyamide; 2% Elastane,Black,35-38,Conventional,Safersox,Crew/Mid Calf,Multisports,Half Terry
589,Design & Development GmbH,75% Cotton; 23% Polyamide; 2% Elastane,Black,39-42,Conventional,Safersox,Crew/Mid Calf,Multisports,Half Terry
590,Design & Development GmbH,75% Cotton; 23% Polyamide; 2% Elastane,Black,43-46,Conventional,Safersox,Crew/Mid Calf,Multisports,Half Terry
591,Design & Development GmbH,75% Cotton; 23% Polyamide; 2% Elastane,Anthracite,35-38,Conventional,Safersox,Crew/Mid Calf,Multisports,Half Terry
592,Design & Development GmbH,75% Cotton; 23% Polyamide; 2% Elastane,Anthracite,39-42,Conventional,Safersox,Crew/Mid Calf,Multisports,Half Terry
593,Design & Development GmbH,75% Cotton; 23% Polyamide; 2% Elastane,Anthracite,43-46,Conventional,Safersox,Crew/Mid Calf,Multisports,Half Terry
594,Klazig ApS,,Black,36-39,Conventional,n/a,Crew/Mid Calf,Work,Flat Knit
595,Klazig ApS,,Black,40-43,Conventional,n/a,Crew/Mid Calf,Work,Flat Knit
596,Klazig ApS,,Black,44-47,Conventional,n/a,Crew/Mid Calf,Work,Flat Knit
597,Sidas,,Black/White,L/ 42-43,Conventional,Sidas,Crew/Mid Calf,Multisports,Half Terry
598,Sidas,,Black/White,L/ 42-43,Conventional,Sidas,Crew/Mid Calf,Multisports,Half Terry
599,Supersox,,Black,40-44,Conventional,N/A,Ankle/Quarter,Running,Selected Terry
600,Supersox,,Black,45-48,Conventional,N/A,Ankle/Quarter,Running,Selected Terry
601,Supersox,,White,40-44,Conventional,N/A,Crew/Mid Calf,Football,Half Terry
602,Supersox,,White,45-48,Conventional,N/A,Crew/Mid Calf,Football,Half Terry
603,Pas Normal Studios ApS,,White,S,Sustainable,Pas Normal Studios,Crew/Mid Calf,Cycling,Flat Knit
604,Pas Normal Studios ApS,,White,M,Sustainable,Pas Normal Studios,Crew/Mid Calf,Cycling,Flat Knit
605,Pas Normal Studios ApS,,White,L,Sustainable,Pas Normal Studios,Crew/Mid Calf,Cycling,Flat Knit
606,Compressport International SA,,Faded Denim/Poseidon/White reflective,T2,Conventional,N/A,N/A,Multisports,Half Terry
607,Compressport International SA,,Faded Denim/Poseidon/White reflective,T3,Conventional,N/A,N/A,Multisports,Half Terry
608,Compressport International SA,,Safety Yellow/White,T2,Conventional,N/A,Calf Sleeve,Multisports,Flat Knit
609,Compressport International SA,,Safety Yellow/White,T3,Conventional,N/A,Calf Sleeve,Multisports,Flat Knit
610,Compressport International SA,,Storm/White/Neon Pink,T2,Conventional,N/A,Calf Sleeve,Multisports,Flat Knit
611,Compressport International SA,,Storm/White/Neon Pink,T3,Conventional,N/A,Calf Sleeve,Multisports,Flat Knit
612,Compressport International SA,,Parachute Purple/Very Grape/Eggshell Blue,T2,Conventional,N/A,Calf Sleeve,Multisports,Flat Knit
613,Compressport International SA,,Parachute Purple/Very Grape/Eggshell Blue,T3,Conventional,N/A,Calf Sleeve,Multisports,Flat Knit
614,Devold of Norway AS,,Black,41-46,Conventional,Devold,Crew/Mid Calf,Basic,Flat Knit
615,Kirpte UAB,,Black,T2 (M),Conventional,N/A,N/A,Running,Flat Knit
616,Kirpte UAB,,Black,T2 (M),Conventional,N/A,N/A,Running,Flat Knit
617,Pas Normal Studios ApS,56% Polyamide; 41% Merino Wool; 3% Elastane,Cream,S,Conventional,Pas Normal Studios,Crew/Mid Calf,Cycling,Flat Knit
618,Shapewear Europe B.V.,83% Polyamide; 17% Elastane,Black/Grey,L,Conventional,N/A,Calf Sleeve,Multisports,Flat Knit
619,Pas Normal Studios ApS,56% Polyamide; 41% Merino Wool; 3% Elastane,Cream,M,Conventional,Pas Normal Studios,Crew/Mid Calf,Cycling,Flat Knit
620,Pas Normal Studios ApS,56% Polyamide; 41% Merino Wool; 3% Elastane,Cream,L,Conventional,Pas Normal Studios,Crew/Mid Calf,Cycling,Flat Knit
621,INCYLENCE oHG,50% Reconylon; 46% Polyamide; 4% Elastane,Green,43-46,Conventional,Incylence,Crew/Mid Calf,Running,Selected Terry
622,Shapewear Europe B.V.,78% Polyamide; 22% Elastane,Black/Grey,L,Conventional,N/A,Calf Sleeve,Multisports,Flat Knit
623,INCYLENCE oHG,50% Reconylon; 46% Polyamide; 4% Elastane,Canary,35-38,Conventional,Incylence,Crew/Mid Calf,Running,Selected Terry
624,INCYLENCE oHG,,Canary,39-42,Conventional,Incylence,Crew/Mid Calf,Running,Selected Terry
625,INCYLENCE oHG,,Canary,43-46,Conventional,Incylence,Crew/Mid Calf,Running,Selected Terry
626,INCYLENCE oHG,,Canary,47-50,Conventional,Incylence,Crew/Mid Calf,Running,Selected Terry
627,INCYLENCE oHG,,Green,35-38,Conventional,Incylence,Crew/Mid Calf,Running,Selected Terry
628,INCYLENCE oHG,50% Reconylon; 46% Polyamide; 4% Elastane,Green,39-42,Conventional,Incylence,Crew/Mid Calf,Running,Selected Terry
629,INCYLENCE oHG,,Green,43-46,Conventional,Incylence,Crew/Mid Calf,Running,Selected Terry
630,INCYLENCE oHG,,Green,47-50,Conventional,Incylence,Crew/Mid Calf,Running,Selected Terry
631,INCYLENCE oHG,,Pink,35-38,Conventional,Incylence,Crew/Mid Calf,Running,Selected Terry
632,INCYLENCE oHG,50% Reconylon; 46% Polyamide; 4% Elastane,Pink,39-42,Conventional,Incylence,Crew/Mid Calf,Running,Selected Terry
633,INCYLENCE oHG,,Pink,43-46,Conventional,Incylence,Crew/Mid Calf,Running,Selected Terry
